,Unnamed: 0,clip_name,clip_relative_path,clip_output_path,export_status,part_index,part_count,observation_id,group_name,phase,day,pen,obs_date_raw,subject,modifiers,interval_start_obs_sec,interval_end_obs_sec,part_start_obs_sec,part_end_obs_sec,source_video_path,source_video_basename,source_segment_obs_start_sec,source_segment_obs_end_sec,clip_start_in_source_sec,clip_end_in_source_sec,labelled_clip_relative_path
12,19,CS_0019_POSTWEAN_d1_p2_cowT_02112025_ch02-20251102162924_31706_31740.mp4,Pen 2 - Group 2\POSTWEANING\Day 1\CS_0019_POSTWEAN_d1_p2_cowT_02112025_ch02-20251102162924_31706_31740.mp4,E:\cross_sucking\Pen 2 - Group 2\POSTWEANING\Day 1\CS_0019_POSTWEAN_d1_p2_cowT_02112025_ch02-20251102162924_31706_31740.mp4,skipped_existing,1,1,Pen_2_POSTWEAN_Day_1_02112025,Pen 2 - Group 2,POSTWEAN,1,2,2112025,T,grain feeder|1|None|behind,31706.645,31740.177,31706.645,31740.177,G:\MONITORING CROSS SUCKING IN CALVES - KAPPEL - 2025\Pen 2 - Group 2\POSTWEANING\Day 1\ch02_20251102162924.mp4,ch02_20251102162924.mp4,31041.819337,33890.398004,664.825663,698.357663,Pen 2 - Group 2/POSTWEANING/Day 1/0019.zip
13,20,CS_0020_POSTWEAN_d1_p2_cowA_02112025_ch02-20251102171626_35027_35308.mp4,Pen 2 - Group 2\POSTWEANING\Day 1\CS_0020_POSTWEAN_d1_p2_cowA_02112025_ch02-20251102171626_35027_35308.mp4,E:\cross_sucking\Pen 2 - Group 2\POSTWEANING\Day 1\CS_0020_POSTWEAN_d1_p2_cowA_02112025_ch02-20251102171626_35027_35308.mp4,skipped_existing,1,1,Pen_2_POSTWEAN_Day_1_02112025,Pen 2 - Group 2,POSTWEAN,1,2,2112025,A,other|O|reciprocal|side,35027.17,35308.553,35027.17,35308.553,G:\MONITORING CROSS SUCKING IN CALVES - KAPPEL - 2025\Pen 2 - Group 2\POSTWEANING\Day 1\ch02_20251102171626.mp4,ch02_20251102171626.mp4,33890.398004,36670.849671,1136.771996,1418.154996,Pen 2 - Group 2/POSTWEANING/Day 1/0020.zip
14,22,CS_0022_POSTWEAN_d1_p2_cowT_02112025_ch02-20251102185101_40431_40469.mp4,Pen 2 - Group 2\POSTWEANING\Day 1\CS_0022_POSTWEAN_d1_p2_cowT_02112025_ch02-20251102185101_40431_40469.mp4,E:\cross_sucking\Pen 2 - Group 2\POSTWEANING\Day 1\CS_0022_POSTWEAN_d1_p2_cowT_02112025_ch02-20251102185101_40431_40469.mp4,skipped_existing,1,1,Pen_2_POSTWEAN_Day_1_02112025,Pen 2 - Group 2,POSTWEAN,1,2,2112025,T,grain feeder|/|None|behind,40431.476,40469.108,40431.476,40469.108,G:\MONITORING CROSS SUCKING IN CALVES - KAPPEL - 2025\Pen 2 - Group 2\POSTWEANING\Day 1\ch02_20251102185101.mp4,ch02_20251102185101.mp4,39471.960338,42284.761005,959.515662,997.147662,Pen 2 - Group 2/POSTWEANING/Day 1/0022.zip
15,23,CS_0023_POSTWEAN_d1_p2_cowT_02112025_ch02-20251102185101_40609_40682.mp4,Pen 2 - Group 2\POSTWEANING\Day 1\CS_0023_POSTWEAN_d1_p2_cowT_02112025_ch02-20251102185101_40609_40682.mp4,E:\cross_sucking\Pen 2 - Group 2\POSTWEANING\Day 1\CS_0023_POSTWEAN_d1_p2_cowT_02112025_ch02-20251102185101_40609_40682.mp4,skipped_existing,1,1,Pen_2_POSTWEAN_Day_1_02112025,Pen 2 - Group 2,POSTWEAN,1,2,2112025,T,grain feeder|/|None|behind,40609.455,40682.607,40609.455,40682.607,G:\MONITORING CROSS SUCKING IN CALVES - KAPPEL - 2025\Pen 2 - Group 2\POSTWEANING\Day 1\ch02_20251102185101.mp4,ch02_20251102185101.mp4,39471.960338,42284.761005,1137.494662,1210.646662,Pen 2 - Group 2/POSTWEANING/Day 1/0023.zip
16,24,CS_0024_POSTWEAN_d1_p2_cow6_02112025_ch02-20251102185101_41725_41754.mp4,Pen 2 - Group 2\POSTWEANING\Day 1\CS_0024_POSTWEAN_d1_p2_cow6_02112025_ch02-20251102185101_41725_41754.mp4,E:\cross_sucking\Pen 2 - Group 2\POSTWEANING\Day 1\CS_0024_POSTWEAN_d1_p2_cow6_02112025_ch02-20251102185101_41725_41754.mp4,skipped_existing,1,1,Pen_2_POSTWEAN_Day_1_02112025,Pen 2 - Group 2,POSTWEAN,1,2,2112025,6,grain feeder|8|None|side,41725.36,41754.521,41725.36,41754.521,G:\MONITORING CROSS SUCKING IN CALVES - KAPPEL - 2025\Pen 2 - Group 2\POSTWEANING\Day 1\ch02_20251102185101.mp4,ch02_20251102185101.mp4,39471.960338,42284.761005,2253.399662,2282.560662,Pen 2 - Group 2/POSTWEANING/Day 1/0024.zip
17,25,CS_0025_POSTWEAN_d1_p2_cow6_02112025_ch02-20251102185101_41783_41816.mp4,Pen 2 - Group 2\POSTWEANING\Day 1\CS_0025_POSTWEAN_d1_p2_cow6_02112025_ch02-20251102185101_41783_41816.mp4,E:\cross_sucking\Pen 2 - Group 2\POSTWEANING\Day 1\CS_0025_POSTWEAN_d1_p2_cow6_02112025_ch02-20251102185101_41783_41816.mp4,skipped_existing,1,1,Pen_2_POSTWEAN_Day_1_02112025,Pen 2 - Group 2,POSTWEAN,1,2,2112025,6,grain feeder|8|None|behind,41783.281,41816.646,41783.281,41816.646,G:\MONITORING CROSS SUCKING IN CALVES - KAPPEL - 2025\Pen 2 - Group 2\POSTWEANING\Day 1\ch02_20251102185101.mp4,ch02_20251102185101.mp4,39471.960338,42284.761005,2311.320662,2344.685662,Pen 2 - Group 2/POSTWEANING/Day 1/0025.zip
18,26,CS_0026_POSTWEAN_d1_p2_cow6_02112025_ch02-20251102185101_42041_42059.mp4,Pen 2 - Group 2\POSTWEANING\Day 1\CS_0026_POSTWEAN_d1_p2_cow6_02112025_ch02-20251102185101_42041_42059.mp4,E:\cross_sucking\Pen 2 - Group 2\POSTWEANING\Day 1\CS_0026_POSTWEAN_d1_p2_cow6_02112025_ch02-20251102185101_42041_42059.mp4,skipped_existing,1,1,Pen_2_POSTWEAN_Day_1_02112025,Pen 2 - Group 2,POSTWEAN,1,2,2112025,6,grain feeder|8|None|side,42041.795,42059.093,42041.795,42059.093,G:\MONITORING CROSS SUCKING IN CALVES - KAPPEL - 2025\Pen 2 - Group 2\POSTWEANING\Day 1\ch02_20251102185101.mp4,ch02_20251102185101.mp4,39471.960338,42284.761005,2569.834662,2587.132662,Pen 2 - Group 2/POSTWEANING/Day 1/0026.zip
19,27,CS_0027_POSTWEAN_d1_p2_cow3_02112025_ch02-20251102211155_48187_48209.mp4,Pen 2 - Group 2\POSTWEANING\Day 1\CS_0027_POSTWEAN_d1_p2_cow3_02112025_ch02-20251102211155_48187_48209.mp4,E:\cross_sucking\Pen 2 - Group 2\POSTWEANING\Day 1\CS_0027_POSTWEAN_d1_p2_cow3_02112025_ch02-20251102211155_48187_48209.mp4,skipped_existing,1,1,Pen_2_POSTWEAN_Day_1_02112025,Pen 2 - Group 2,POSTWEAN,1,2,2112025,3,grain feeder|/|None|behind,48187.115,48209.51,48187.115,48209.51,G:\MONITORING CROSS SUCKING IN CALVES - KAPPEL - 2025\Pen 2 - Group 2\POSTWEANING\Day 1\ch02_20251102211155.mp4,ch02_20251102211155.mp4,47862.421339,50647.959006,324.693661,347.088661,Pen 2 - Group 2/POSTWEANING/Day 1/0027.zip
20,29,CS_0029_POSTWEAN_d1_p2_cow3_02112025_ch02-20251102211155_50411_50736_part01.mp4,Pen 2 - Group 2\POSTWEANING\Day 1\CS_0029_POSTWEAN_d1_p2_cow3_02112025_ch02-20251102211155_50411_50736_part01.mp4,E:\cross_sucking\Pen 2 - Group 2\POSTWEANING\Day 1\CS_0029_POSTWEAN_d1_p2_cow3_02112025_ch02-20251102211155_50411_50736_part01.mp4,skipped_existing,1,2,Pen_2_POSTWEAN_Day_1_02112025,Pen 2 - Group 2,POSTWEAN,1,2,2112025,3,other|1|reciprocal|side,50411.374,50736.896,50411.374,50647.959006,G:\MONITORING CROSS SUCKING IN CALVES - KAPPEL - 2025\Pen 2 - Group 2\POSTWEANING\Day 1\ch02_20251102211155.mp4,ch02_20251102211155.mp4,47862.421339,50647.959006,2548.952661,2785.537667,Pen 2 - Group 2/POSTWEANING/Day 1/0029_p1.zip
21,30,CS_0029_POSTWEAN_d1_p2_cow3_02112025_ch02-20251102211155_50411_50736_part02.mp4,Pen 2 - Group 2\POSTWEANING\Day 1\CS_0029_POSTWEAN_d1_p2_cow3_02112025_ch02-20251102211155_50411_50736_part02.mp4,E:\cross_sucking\Pen 2 - Group 2\POSTWEANING\Day 1\CS_0029_POSTWEAN_d1_p2_cow3_02112025_ch02-20251102211155_50411_50736_part02.mp4,skipped_existing,2,2,Pen_2_POSTWEAN_Day_1_02112025,Pen 2 - Group 2,POSTWEAN,1,2,2112025,3,other|1|reciprocal|side,50411.374,50736.896,50647.959006,50736.896,G:\MONITORING CROSS SUCKING IN CALVES - KAPPEL - 2025\Pen 2 - Group 2\POSTWEANING\Day 1\ch02_20251102215859.mp4,ch02_20251102215859.mp4,50647.959006,53443.354673,0.0,88.936994,Pen 2 - Group 2/POSTWEANING/Day 1/0029_p2.zip
22,31,CS_0030_POSTWEAN_d1_p2_cow8_02112025_ch02-20251102224555_54077_54201.mp4,Pen 2 - Group 2\POSTWEANING\Day 1\CS_0030_POSTWEAN_d1_p2_cow8_02112025_ch02-20251102224555_54077_54201.mp4,E:\cross_sucking\Pen 2 - Group 2\POSTWEANING\Day 1\CS_0030_POSTWEAN_d1_p2_cow8_02112025_ch02-20251102224555_54077_54201.mp4,skipped_existing,1,1,Pen_2_POSTWEAN_Day_1_02112025,Pen 2 - Group 2,POSTWEAN,1,2,2112025,8,other|A|None|lying down,54077.328,54201.586,54077.328,54201.586,G:\MONITORING CROSS SUCKING IN CALVES - KAPPEL - 2025\Pen 2 - Group 2\POSTWEANING\Day 1\ch02_20251102224555.mp4,ch02_20251102224555.mp4,53443.354673,56291.99134,633.973327,758.231327,Pen 2 - Group 2/POSTWEANING/Day 1/0030.zip
23,32,CS_0031_POSTWEAN_d1_p2_cow3_02112025_ch02-20251103001956_60818_60835.mp4,Pen 2 - Group 2\POSTWEANING\Day 1\CS_0031_POSTWEAN_d1_p2_cow3_02112025_ch02-20251103001956_60818_60835.mp4,E:\cross_sucking\Pen 2 - Group 2\POSTWEANING\Day 1\CS_0031_POSTWEAN_d1_p2_cow3_02112025_ch02-20251103001956_60818_60835.mp4,skipped_existing,1,1,Pen_2_POSTWEAN_Day_1_02112025,Pen 2 - Group 2,POSTWEAN,1,2,2112025,3,other|/|reciprocal|side,60818.146,60835.558,60818.146,60835.558,G:\MONITORING CROSS SUCKING IN CALVES - KAPPEL - 2025\Pen 2 - Group 2\POSTWEANING\Day 1\ch02_20251103001956.mp4,ch02_20251103001956.mp4,59088.030007,61874.547674,1730.115993,1747.527993,Pen 2 - Group 2/POSTWEANING/Day 1/0031.zip
24,33,CS_0032_POSTWEAN_d1_p2_cow3_02112025_ch02-20251103001956_60835_61057.mp4,Pen 2 - Group 2\POSTWEANING\Day 1\CS_0032_POSTWEAN_d1_p2_cow3_02112025_ch02-20251103001956_60835_61057.mp4,E:\cross_sucking\Pen 2 - Group 2\POSTWEANING\Day 1\CS_0032_POSTWEAN_d1_p2_cow3_02112025_ch02-20251103001956_60835_61057.mp4,skipped_existing,1,1,Pen_2_POSTWEAN_Day_1_02112025,Pen 2 - Group 2,POSTWEAN,1,2,2112025,3,other|/|None|side,60835.559,61057.209,60835.559,61057.209,G:\MONITORING CROSS SUCKING IN CALVES - KAPPEL - 2025\Pen 2 - Group 2\POSTWEANING\Day 1\ch02_20251103001956.mp4,ch02_20251103001956.mp4,59088.030007,61874.547674,1747.528993,1969.178993,Pen 2 - Group 2/POSTWEANING/Day 1/0032.zip
25,34,CS_0033_POSTWEAN_d1_p2_cow3_02112025_ch02-20251103001956_61073_61086.mp4,Pen 2 - Group 2\POSTWEANING\Day 1\CS_0033_POSTWEAN_d1_p2_cow3_02112025_ch02-20251103001956_61073_61086.mp4,E:\cross_sucking\Pen 2 - Group 2\POSTWEANING\Day 1\CS_0033_POSTWEAN_d1_p2_cow3_02112025_ch02-20251103001956_61073_61086.mp4,skipped_existing,1,1,Pen_2_POSTWEAN_Day_1_02112025,Pen 2 - Group 2,POSTWEAN,1,2,2112025,3,other|/|None|side,61073.069,61086.355,61073.069,61086.355,G:\MONITORING CROSS SUCKING IN CALVES - KAPPEL - 2025\Pen 2 - Group 2\POSTWEANING\Day 1\ch02_20251103001956.mp4,ch02_20251103001956.mp4,59088.030007,61874.547674,1985.038993,1998.324993,Pen 2 - Group 2/POSTWEANING/Day 1/0033.zip
26,35,CS_0034_POSTWEAN_d1_p2_cow6_02112025_ch02-20251103001956_61299_61314.mp4,Pen 2 - Group 2\POSTWEANING\Day 1\CS_0034_POSTWEAN_d1_p2_cow6_02112025_ch02-20251103001956_61299_61314.mp4,E:\cross_sucking\Pen 2 - Group 2\POSTWEANING\Day 1\CS_0034_POSTWEAN_d1_p2_cow6_02112025_ch02-20251103001956_61299_61314.mp4,skipped_existing,1,1,Pen_2_POSTWEAN_Day_1_02112025,Pen 2 - Group 2,POSTWEAN,1,2,2112025,6,grain feeder|O|None|side,61299.547,61314.861,61299.547,61314.861,G:\MONITORING CROSS SUCKING IN CALVES - KAPPEL - 2025\Pen 2 - Group 2\POSTWEANING\Day 1\ch02_20251103001956.mp4,ch02_20251103001956.mp4,59088.030007,61874.547674,2211.516993,2226.830993,Pen 2 - Group 2/POSTWEANING/Day 1/0034.zip
27,36,CS_0035_POSTWEAN_d1_p2_cowslash_02112025_ch02-20251103015356_65865_65931.mp4,Pen 2 - Group 2\POSTWEANING\Day 1\CS_0035_POSTWEAN_d1_p2_cowslash_02112025_ch02-20251103015356_65865_65931.mp4,E:\cross_sucking\Pen 2 - Group 2\POSTWEANING\Day 1\CS_0035_POSTWEAN_d1_p2_cowslash_02112025_ch02-20251103015356_65865_65931.mp4,skipped_existing,1,1,Pen_2_POSTWEAN_Day_1_02112025,Pen 2 - Group 2,POSTWEAN,1,2,2112025,/,grain feeder|1|None|behind,65865.622,65931.3,65865.622,65931.3,G:\MONITORING CROSS SUCKING IN CALVES - KAPPEL - 2025\Pen 2 - Group 2\POSTWEANING\Day 1\ch02_20251103015356.mp4,ch02_20251103015356.mp4,64669.191341,67464.445008,1196.430659,1262.108659,Pen 2 - Group 2/POSTWEANING/Day 1/0035.zip
28,37,CS_0036_POSTWEAN_d1_p2_cow1_02112025_ch02-20251103015356_66512_66533.mp4,Pen 2 - Group 2\POSTWEANING\Day 1\CS_0036_POSTWEAN_d1_p2_cow1_02112025_ch02-20251103015356_66512_66533.mp4,E:\cross_sucking\Pen 2 - Group 2\POSTWEANING\Day 1\CS_0036_POSTWEAN_d1_p2_cow1_02112025_ch02-20251103015356_66512_66533.mp4,skipped_existing,1,1,Pen_2_POSTWEAN_Day_1_02112025,Pen 2 - Group 2,POSTWEAN,1,2,2112025,1,other|/|None|side,66512.82,66533.11,66512.82,66533.11,G:\MONITORING CROSS SUCKING IN CALVES - KAPPEL - 2025\Pen 2 - Group 2\POSTWEANING\Day 1\ch02_20251103015356.mp4,ch02_20251103015356.mp4,64669.191341,67464.445008,1843.628659,1863.918659,Pen 2 - Group 2/POSTWEANING/Day 1/0036.zip
29,38,CS_0037_POSTWEAN_d1_p2_cowA_02112025_ch02-20251103024053_69046_69421.mp4,Pen 2 - Group 2\POSTWEANING\Day 1\CS_0037_POSTWEAN_d1_p2_cowA_02112025_ch02-20251103024053_69046_69421.mp4,E:\cross_sucking\Pen 2 - Group 2\POSTWEANING\Day 1\CS_0037_POSTWEAN_d1_p2_cowA_02112025_ch02-20251103024053_69046_69421.mp4,skipped_existing,1,1,Pen_2_POSTWEAN_Day_1_02112025,Pen 2 - Group 2,POSTWEAN,1,2,2112025,A,other|O|reciprocal|side,69046.891,69421.8,69046.891,69421.8,G:\MONITORING CROSS SUCKING IN CALVES - KAPPEL - 2025\Pen 2 - Group 2\POSTWEANING\Day 1\ch02_20251103024053.mp4,ch02_20251103024053.mp4,67464.445008,70291.477675,1582.445992,1957.354992,Pen 2 - Group 2/POSTWEANING/Day 1/0037.zip
